protein,intervention,I,II
RANBP1,resistance,0.2259661477670209,0.18128381689604356
RANBP1,terbutaline,0.05222791975401419,-0.010486935491597293
RANGAP1,resistance,0.24326670981577056,-0.4418034008515998
RANGAP1,terbutaline,0.1215279670782965,0.0312685789722834
RAP1A,resistance,0.24217372464369877,0.16502537337290346
RAP1A,terbutaline,0.054956856049319214,-0.005736841781845303
RAP2C,resistance,0.2372406032937608,0.034705150362879245
RAP2C,terbutaline,0.04954132878418882,-0.24115779053975112
RARS,resistance,0.10726109338194181,0.24897956250122388
RARS,terbutaline,0.08995615017116261,0.0787795181848141
RBBP7,resistance,0.3245720221644847,0.2693992249362207
RBBP7,terbutaline,0.07363100381987692,0.09875295802429933
RBKS,resistance,-0.26998235878373805,-0.0036496960440515203
RBKS,terbutaline,-0.035337055944411125,-0.1392643089511226
RBM3,resistance,-0.1014146804388759,-0.35146434363949625
RBM3,terbutaline,-0.36623676708020886,-0.024374640352593513
RBM38,resistance,0.13469851274524938,-0.008061791364889492
RBM38,terbutaline,-0.05853409280842898,-0.02732067025110254
RBM8A,resistance,0.23955136228279628,-0.014214094092219595
RBM8A,terbutaline,0.08174371509103281,0.10060712205310712
RBMX,resistance,0.27248779315294314,-0.012164139768972682
RBMX,terbutaline,0.19899639663117286,0.04773817194458877
RBP1,resistance,0.9983772729075234,0.1352361538474831
RBP1,terbutaline,0.3271726748921328,0.5203627872053627
RBP4,resistance,0.17063591643231873,0.18084785702552164
RBP4,terbutaline,-0.04891248173548695,0.0563917831909199
RCN1,resistance,0.058021995390514745,0.25166794756962196
RCN1,terbutaline,0.08755786874640724,0.1974811703969892
RCN2,resistance,0.2205575718107615,-0.08410198131319757
RCN2,terbutaline,0.05230243936321562,0.13552434091537968
RCSD1,resistance,NA,0.230296479948346
RCSD1,terbutaline,0.35544500378008426,-0.027788875638793377
RDH13,resistance,-0.21245400403010098,-0.27473898967909083
RDH13,terbutaline,-0.05178907219397466,-0.2417763938271431
RDH14,resistance,-0.14633486891199574,0.06843115359096963
RDH14,terbutaline,0.39244982448300264,-0.06017452940129046
RDX,resistance,-0.12689123496740023,0.029659864097860034
RDX,terbutaline,0.017340259842081505,-0.03798801997319767
REEP5,resistance,0.13298866582316649,0.338566568388891
REEP5,terbutaline,0.19617438016474317,0.13556088217597795
RGN,resistance,0.018946210988632473,-0.04582200100443382
RGN,terbutaline,0.1515115020097817,-0.7322522480600759
RHOA,resistance,0.23772516698238505,0.02888931514139159
RHOA,terbutaline,0.01578203192222597,0.046698793310307206
RHOG,resistance,0.9171818025660462,0.49552533650476693
RHOG,terbutaline,-0.0208476739371845,NA
RIC8A,resistance,-0.22091875322166432,-0.08772983289942005
RIC8A,terbutaline,0.11482808064925809,-0.07350402407347739
RMDN1,resistance,-0.0562338385264101,0.07592945949973395
RMDN1,terbutaline,-0.0940086363715715,-0.188778800444615
RNF114,resistance,-0.3152156271690701,0.09180342098813288
RNF114,terbutaline,-0.03536392787323312,0.1252712458134179
RNH1,resistance,0.20754115022285294,0.08470201415549394
RNH1,terbutaline,0.16205585823234478,0.028586418321323286
RNPEP,resistance,0.0058833111492755386,0.3117158952033826
RNPEP,terbutaline,0.2450278186660648,-0.019501836899605607
RPA2,resistance,0.030595661898368678,0.10045844538980742
RPA2,terbutaline,0.008231430742317988,0.12752235984714577
RPA3,resistance,0.039186166506838864,0.19149876708423466
RPA3,terbutaline,0.2911653794093999,0.18096303558713556
RPL10,resistance,0.4663917123097089,0.14852621170656555
RPL10,terbutaline,0.0905802084176625,0.05495019337218802
RPL10A,resistance,0.2022629853129764,-0.275892369934466
RPL10A,terbutaline,-0.13970927735168268,-0.16274114474279675
RPL11,resistance,0.21934222344991966,0.2085027151149037
RPL11,terbutaline,0.2433565221321576,0.08780195105214395
RPL12,resistance,0.5611612915874559,0.004304936792961511
RPL12,terbutaline,0.3400170700268378,0.11169324584969702
RPL13,resistance,0.3129968007507187,0.11946537697837756
RPL13,terbutaline,0.18552590106926084,0.06311144878336557
RPL13A,resistance,0.47646871600478874,0.08495022691929702
RPL13A,terbutaline,0.18861882731465335,0.12855371353737452
RPL15,resistance,0.33542909158369155,0.16023479126448703
RPL15,terbutaline,0.008645052554190312,0.13839167391914162
RPL17,resistance,1.2203324288559574,0.02720880405862447
RPL17,terbutaline,0.03726514299113202,0.12887619002717962
RPL18,resistance,0.3930049754409115,0.027633138411981895
RPL18,terbutaline,-0.11612425592654087,0.26636094308853125
RPL21,resistance,0.07257156914015746,0.08920301516657703
RPL21,terbutaline,0.44649421119515864,0.2649300065505275
RPL22,resistance,0.37345778582314537,0.43154882936009775
RPL22,terbutaline,0.29160936258380504,0.2191818840657017
RPL23A,resistance,0.49070465643465966,-0.2648453083967901
RPL23A,terbutaline,0.1544481108770559,0.07628506394553813
RPL24,resistance,0.4268186611814165,0.010581556424191785
RPL24,terbutaline,-0.061159264899972005,0.07892489917267238
RPL26L1,resistance,0.2541367415201294,0.13123703484813753
RPL26L1,terbutaline,0.3555575589374392,-0.004323995131729023
RPL27,resistance,0.5503193475236358,-0.11122928891549466
RPL27,terbutaline,-0.11627664687327144,0.11027386893946893
RPL27A,resistance,0.17713072755889034,0.24923088005751076
RPL27A,terbutaline,0.3416489930306221,0.10940584335790433
RPL28,resistance,0.4928724062852856,-0.46250470271114885
RPL28,terbutaline,0.44143690595919566,0.1618468667395422
RPL30,resistance,0.8051914963181956,0.34181653199421236
RPL30,terbutaline,-0.19499466933554763,-0.5471614676875323
RPL31,resistance,0.3547680770205933,0.01627583892176432
RPL31,terbutaline,0.03713370295374738,0.10988889243935744
RPL35,resistance,-0.1772580813076979,0.25112649685091104
RPL35,terbutaline,0.35790108233018714,0.5332198078950954
RPL35A,resistance,0.026223807742423944,-0.5022760348819408
RPL35A,terbutaline,0.6234853858513036,0.1352635241352022
RPL38,resistance,-0.25235650151571853,0.03454525049921564
RPL38,terbutaline,0.33224728045368374,-0.21169784752810306
RPL3L,resistance,-0.2988666658611159,0.21420469570945544
RPL3L,terbutaline,-0.8561894427890705,0.12804848374318406
RPL5,resistance,0.23795011167170546,0.10659942492185204
RPL5,terbutaline,0.1304205125965474,0.1287670986068147
RPL6,resistance,0.12580948072585635,0.030827426543642567
RPL6,terbutaline,-0.03654434871948549,0.09465010181622846
RPL7,resistance,0.26024193438084203,0.09875578142971264
RPL7,terbutaline,0.03150864768035884,0.18078821499479072
RPL7A,resistance,0.26462595347071094,-0.12291082330365066
RPL7A,terbutaline,-0.039255054657806585,0.14850177704437342
RPL8,resistance,0.3177099633034827,0.2270560145042501
RPL8,terbutaline,0.12036186293563259,-0.10192586518127555
RPL9,resistance,0.18773562388576132,0.03651367557272933
RPL9,terbutaline,0.23924667785353881,0.045791098296815165
RPLP0,resistance,0.2424079563272389,0.12333810554576385
RPLP0,terbutaline,0.24638770542908356,0.07483013530489672
RPLP1,resistance,0.3350987019784148,-0.0559991093135328
RPLP1,terbutaline,-0.020812355038675588,0.2650528941231725
RPLP2,resistance,0.6953907247497624,-0.040516096273402136
RPLP2,terbutaline,0.023121635779102253,0.14803797727197013
RPN1,resistance,0.2274236466524651,0.0919428794925441
RPN1,terbutaline,0.08868277332136547,5.933956241167179e-4
RPS10,resistance,0.22753151105680988,-0.0387575599771115
RPS10,terbutaline,0.3003696552482822,0.2821979647829602
RPS12,resistance,0.22499923623477538,0.020266164707278822
RPS12,terbutaline,0.12976835124985564,0.034841750846043684
RPS13,resistance,0.5664994853060592,-0.6293798060697462
RPS13,terbutaline,0.31229073287947123,0.6896806965808231
RPS14,resistance,0.21987498162533012,0.13743077211786825
RPS14,terbutaline,0.2285282177979307,0.08673912389214215
RPS16,resistance,0.27477890292699264,0.13596598155070305
RPS16,terbutaline,0.07712686312028151,0.06004847156825314
RPS17,resistance,0.5187371657213413,0.012069821760118948
RPS17,terbutaline,0.013590489929769977,-0.052842550181962857
RPS18,resistance,0.7443154837850743,0.14415581308813086
RPS18,terbutaline,0.3142771210112384,0.1868393950559223
RPS19,resistance,0.27609336231533455,-0.10616493410653849
RPS19,terbutaline,0.5267387821208015,0.15448124800948518
RPS2,resistance,0.27700695334371134,-0.18502610884436013
RPS2,terbutaline,0.1318138838479947,0.001604115081554595
RPS20,resistance,0.3286189342946764,0.19809961869417214
RPS20,terbutaline,0.27904647021329865,0.22047170870794228
RPS21,resistance,0.5520416695930204,-0.1419476044494934
RPS21,terbutaline,0.05426887578740856,0.08510418375448363
RPS23,resistance,0.11141121364864885,-0.1888336516249429
RPS23,terbutaline,0.21951368183356917,0.11662272134206964
RPS24,resistance,0.39029404697641973,-0.05326481707984979
RPS24,terbutaline,0.06046819306093179,-0.015403866121056264
RPS25,resistance,0.5011622666649382,0.10667816173565181
RPS25,terbutaline,0.15873933834645454,0.11825126814521496
RPS27,resistance,0.4156504916726921,-0.2474002839209619
RPS27,terbutaline,-0.044280489940426,0.15901294411741343
RPS27A,resistance,0.12282990670043249,0.06680681870870386
RPS27A,terbutaline,0.11735363720200673,0.072616551314308
RPS27L,resistance,0.421966202339484,0.09270286089903967
RPS27L,terbutaline,0.12357878369905141,0.00114265978730419
RPS28,resistance,0.49186823387485795,-0.2187197067466795
RPS28,terbutaline,-0.031308972562123734,0.2470222285924447
RPS3,resistance,0.23045702610893595,0.22535648575545708
RPS3,terbutaline,0.1204067290711819,0.17219436288056622
RPS3A,resistance,0.6013941047374333,0.3816380429977333
RPS3A,terbutaline,0.0206723657877826,0.21521397608989012
RPS4X,resistance,0.32113042737790665,0.1489131602989795
RPS4X,terbutaline,0.26610367045927374,0.33111985437201225
RPS5,resistance,0.07709121569013426,-0.26347845514086793
RPS5,terbutaline,0.09259173978082445,0.47507531120110036
RPS6,resistance,0.43062114192289286,-0.036193750115435463
RPS6,terbutaline,0.09899282380117473,0.09967098516981965
RPS6KA3,resistance,-0.0040207021692843115,-0.2849277500981724
RPS6KA3,terbutaline,-0.012786166867368519,0.021568474955868815
RPS8,resistance,0.42644045810510434,0.11699446388003465
RPS8,terbutaline,0.026737659599057214,0.07491918060228449
RPSA,resistance,0.22299452955646512,0.06498073367497725
RPSA,terbutaline,0.14573589970446918,0.02082150407900807
RRAD,resistance,0.006924745531395615,0.3638747312550429
RRAD,terbutaline,0.5389513420087434,0.5710583879069782
RRAS,resistance,-0.22555614579715724,0.3951469689597127
RRAS,terbutaline,0.2027099457088937,-7.796995681830232e-4
RSU1,resistance,0.10908650355780201,-0.32071321909413775
RSU1,terbutaline,-0.18126178830807554,0.24813005223631412
RTCA,resistance,-0.14612994353352654,0.03391121069168029
RTCA,terbutaline,-0.06624462446445675,-0.24794249584287562
RTCB,resistance,0.12662780282271033,0.17237007533232096
RTCB,terbutaline,0.0723972721868326,0.12202401511662157
RTN2,resistance,-0.26882859900040856,-0.1270442719195477
RTN2,terbutaline,0.04232290379908713,0.0032590932885849058
RTN3,resistance,0.39245607750840455,0.22585207813166833
RTN3,terbutaline,0.39207967979034447,0.30140086724587684
RTN4,resistance,-0.04903316064547474,-0.038904029661026795
RTN4,terbutaline,-0.12750117187878537,-0.19936227305976809
RTN4IP1,resistance,-0.2745171929445086,-0.12726617325984302
RTN4IP1,terbutaline,-0.06092920226064426,-0.22188269785266726
RUVBL1,resistance,0.08407660750683073,0.18952778466805742
RUVBL1,terbutaline,0.250055281162017,0.2174937904234794
RUVBL2,resistance,0.08797983475666651,0.11167801877486605
RUVBL2,terbutaline,0.18172464952221468,0.31040748497210197
RWDD1,resistance,0.21448965834439424,0.24778817616396265
RWDD1,terbutaline,0.09082748605006809,0.07851568236798186
RYR1,resistance,-0.11655885289625724,-0.2577271613048697
RYR1,terbutaline,-0.06421383913675144,-0.09380119881669276
S100A1,resistance,-0.14215367455995828,-0.13450682646720935
S100A1,terbutaline,0.021384972239327355,0.15093936389989274
S100A10,resistance,0.3532060359232541,0.33595174746278356
S100A10,terbutaline,-0.0407345052417435,0.11939720382486622
S100A11,resistance,1.281797482910944,-0.31978181340695166
S100A11,terbutaline,0.06521559223357866,0.36302273360037624
S100A13,resistance,0.8338284866858504,0.9640954498268008
S100A13,terbutaline,1.0064150642201317,1.0609923133510675
S100A16,resistance,1.0017158882952668,-0.18768874975148941
S100A16,terbutaline,0.04571937679395733,0.38203640139218553
S100A4,resistance,0.8490947468631447,0.6394196905163603
S100A4,terbutaline,0.09577918700243132,0.31287657742467045
S100A7,resistance,0.6009431073219381,-0.7101222344423863
S100A7,terbutaline,-0.0704604319898405,-0.41635966359943416
S100A8,resistance,1.110511049175715,-1.0849825095220271
S100A8,terbutaline,-0.05838426115548036,-0.06259277922578699
S100A9,resistance,0.6965009479036368,-1.0647781258275644
S100A9,terbutaline,-0.10677006355829541,-0.12845776999588873
SAMM50,resistance,-0.3590555649515065,-0.2058829124348993
SAMM50,terbutaline,-0.25710647512817036,-0.13411082594546522
SAR1A,resistance,0.06804954888766979,0.10713527681165136
SAR1A,terbutaline,0.2650334760403854,-0.0163124556771459
SAR1B,resistance,-0.11220977329034046,-0.20518310677086204
SAR1B,terbutaline,-0.04800893103846335,-0.31249715754439356
SARNP,resistance,0.007373899019388627,0.22039104074741434
SARNP,terbutaline,0.2916595742782751,-0.05575507571656072
SARS,resistance,0.3723011570008981,0.2642189878237198
SARS,terbutaline,0.08225760722535333,0.12990629355512118
SARS2,resistance,-0.21945486644754375,0.23589630772402664
SARS2,terbutaline,0.07161683602586735,-0.11381960467339844
SBDS,resistance,-0.033559737801464706,0.03208142465991859
SBDS,terbutaline,0.02940598748748121,0.07060095194690168
SCAMP3,resistance,-0.027382104908436337,0.27694791741939095
SCAMP3,terbutaline,-0.09645049768806793,0.021602368652080806
SCARB2,resistance,-0.2777740692023326,-0.12084493151281417
SCARB2,terbutaline,-0.33983190363845794,0.1967676125086649
SCCPDH,resistance,0.20638503129896055,0.1293044291498419
SCCPDH,terbutaline,-0.11969074250765181,0.010855573702814264
SCFD1,resistance,0.034316889709570475,0.2695916127087088
SCFD1,terbutaline,0.0871111771523852,0.005637824897560151
SCFD2,resistance,0.14230796321354536,0.01268418639046942
SCFD2,terbutaline,0.16430445452528275,0.455503560807494
SCO1,resistance,-0.2173966762422635,-0.06602905874466414
SCO1,terbutaline,-0.09179081186882475,-0.20446970649117668
SCP2,resistance,-0.11968328730110755,0.04856381573746393
SCP2,terbutaline,-0.0742803553804186,-0.22859176363391645
SCPEP1,resistance,0.21088294747654704,0.2343104069649442
SCPEP1,terbutaline,-0.12629796904319632,-0.6059057317427001
SCRN2,resistance,0.2076261292964008,0.22126512005131338
SCRN2,terbutaline,0.010417079234775528,0.21917485904501458
SCRN3,resistance,-0.14721364796173145,-0.10953216000603527
SCRN3,terbutaline,-0.056254809592727446,-0.14313525210243108
SDHA,resistance,-0.23979085748852264,-0.03719162099959994
SDHA,terbutaline,-0.17508116683710748,-0.2768440878889756
SDHB,resistance,-0.35970973259732375,-0.06372165152352771
SDHB,terbutaline,-0.16725436372984795,-0.25225022940335595
SDPR,resistance,-0.17370859363757468,0.0711460528410568
SDPR,terbutaline,-0.08080842354165482,-0.16917202860399572
SDR39U1,resistance,-0.6745297852510163,-0.23385121363223949
SDR39U1,terbutaline,-0.18867179544591378,-0.17669639997891728
SEC22B,resistance,0.22185034731437117,0.22808179506033732
SEC22B,terbutaline,0.09274159718464393,0.3136653649955349
SEC23A,resistance,0.15386004562792494,0.1717158338146918
SEC23A,terbutaline,0.11371492432265658,0.2255680801182097
SEC24C,resistance,0.2484240761740022,0.03366627923890397
SEC24C,terbutaline,-0.09279320662267132,0.15475775651155876
SEC31A,resistance,0.41264961379739645,0.23455355236695352
SEC31A,terbutaline,0.13396256880549182,0.15818750131104928
SEC61B,resistance,-0.013877987841313808,0.2777180506047251
SEC61B,terbutaline,0.40706156185338394,0.33642753440895357
SELENBP1,resistance,-0.36716576109840865,-0.22025384326756736
SELENBP1,terbutaline,0.04759125410904593,-0.11597640086202077
SEP11,resistance,0.19501002202422324,-0.22661792047690277
SEP11,terbutaline,0.005978959047164329,0.09146633973136709
SEP15,resistance,0.11372324971175425,-0.15554670752208746
SEP15,terbutaline,-0.05476278549696381,0.045358247139353956
SEPHS1,resistance,0.41878526267593663,-0.2355652158733781
SEPHS1,terbutaline,-0.11844380746717965,-0.08950310161172521
SEPHS2,resistance,0.12148744633861892,0.009715284840245308
SEPHS2,terbutaline,0.25561001940646205,0.11607222976096843
SEPT2,resistance,0.09922364229554173,0.2312827684663965
SEPT2,terbutaline,0.0766183349154734,0.20499534213881473
SEPT7,resistance,0.31406840181756074,0.37554824593827996
SEPT7,terbutaline,0.09847446960071064,0.4089149388322923
SERBP1,resistance,0.11403132112191271,0.0892965211499408
SERBP1,terbutaline,-0.16160002685228855,-0.16616879609954557
SERPINA1,resistance,0.26325195762545456,0.4446409650562684
SERPINA1,terbutaline,0.009265952079531395,0.04567345450859565
SERPINA3,resistance,0.16829725475878426,0.3277413891186294
SERPINA3,terbutaline,-0.05722829199820435,0.035377739365439975
SERPINA4,resistance,0.08222185225002906,0.4600293929538419
SERPINA4,terbutaline,0.17313710078399255,0.04557529805327705
SERPINA7,resistance,0.40753262622462494,0.556589432709035
SERPINA7,terbutaline,-0.05642417085976102,0.36279374047004237
SERPINB1,resistance,0.599808634693969,0.24535805502095465
SERPINB1,terbutaline,0.3941317424407902,0.41654689398859607
SERPINB3,resistance,0.728827800266826,-1.6759226340140945
SERPINB3,terbutaline,-0.227787310669499,-0.4482845147740666
SERPINB6,resistance,-0.08872422457570092,0.14749002349097196
SERPINB6,terbutaline,0.11012401461196056,0.04549632493661256
SERPINC1,resistance,0.24459029820923206,0.23305632223202766
SERPINC1,terbutaline,-0.14789014268519046,-0.15169424784862962
SERPIND1,resistance,-0.15638535930320582,0.14307853202007514
SERPIND1,terbutaline,-0.03531755051079084,0.009451959160151525
SERPINF1,resistance,0.26701824062237406,0.294261680204738
SERPINF1,terbutaline,0.09372022909092993,0.039930570475840955
SERPING1,resistance,0.3379683395876586,0.5704041004490596
SERPING1,terbutaline,-0.022482843123351078,0.1654360641147529
SERPINH1,resistance,0.9003326000327218,0.38996639894413077
SERPINH1,terbutaline,0.27258337819706024,0.3971683380935109
SESN1,resistance,-0.15980030161036599,-0.05989283293096315
SESN1,terbutaline,-0.20209746784502172,-0.2866502556526089
SET,resistance,0.49619222108559313,-0.019566100727716806
SET,terbutaline,0.06350506324887917,0.11307775389377255
SETD3,resistance,-0.03681787813144791,0.3929912223569266
SETD3,terbutaline,0.04371886387707491,-0.1366618975086662
SETD7,resistance,0.2719066202824865,0.05883424366659318
SETD7,terbutaline,0.061487484209886714,0.23695014550931562
SFPQ,resistance,0.32834919561126313,0.11620082239391194
SFPQ,terbutaline,0.19118506692638088,0.24083619905057022
SFXN1,resistance,0.19843412963198967,0.1420315605664686
SFXN1,terbutaline,-0.11517044060443861,-0.24021363829922038
SGCA,resistance,-0.170650115788281,-0.08549140002772093
SGCA,terbutaline,0.050493588930823424,-0.07629568529409021
SGCB,resistance,-0.16007241353559085,-0.11806014425852829
SGCB,terbutaline,-0.07448574429893284,-0.030671954071285423
SGCD,resistance,-0.412705157451789,0.023127888048121603
SGCD,terbutaline,0.02909443859086599,-0.0306537338288743
SGCG,resistance,-0.14981963039803375,-0.1377924183772572
SGCG,terbutaline,-0.11650020515170076,-0.08632243770760588
SGTA,resistance,-0.07026791588625057,0.04277874417362271
SGTA,terbutaline,-0.18270906574386978,-0.20287695252282534
SH3BGR,resistance,-0.17405793949545156,-0.14883545463878556
SH3BGR,terbutaline,-0.1379796227154113,-0.06768398740607247
SH3BGRL,resistance,0.7252531049596167,0.2654114766463822
SH3BGRL,terbutaline,0.11004247034222114,0.2702038194366274
SH3BGRL3,resistance,1.411045105033897,-0.36795417870408276
SH3BGRL3,terbutaline,0.40683810241946805,0.2969584941941326
SH3GLB1,resistance,-0.07460900084609838,0.08915471439734635
SH3GLB1,terbutaline,0.17073951769952986,4.8362415562778577e-4
SH3KBP1,resistance,-0.21530955516963196,0.262234321660352
SH3KBP1,terbutaline,0.04702763343824703,0.12156937282960367
SHMT1,resistance,0.02875282399137166,0.03845980077713329
SHMT1,terbutaline,0.19488720373433688,0.049801821816043645
SHMT2,resistance,-0.04008862551898039,0.2990790335560187
SHMT2,terbutaline,0.12033823591376756,0.028581539155396445
SHOC2,resistance,-0.5260055631825763,0.06748595690475057
SHOC2,terbutaline,0.07775256107452648,-0.15272476914760524
SIAE,resistance,-0.2867369484490417,0.0025997225299716487
SIAE,terbutaline,-0.11287714723168943,0.1598690392719282
SIRT2,resistance,-0.19572589853379568,0.3002177143367096
SIRT2,terbutaline,0.04674769917146453,-0.003125224583760497
SIRT3,resistance,-0.1853500490493895,-0.2644054666312079
SIRT3,terbutaline,-0.12237757332704714,-0.11988620268067887
SIRT5,resistance,-0.1561796377067099,0.22485980005420347
SIRT5,terbutaline,-0.1259844716700009,-0.1569688121900188
SKP1,resistance,0.20985843398128345,-0.01334417501993479
SKP1,terbutaline,-0.017951454232229998,0.17553215742409942
SLC16A1,resistance,-0.08940479825268761,0.1335774474773681
SLC16A1,terbutaline,-0.06854737926916325,-0.12088085196743477
SLC25A11,resistance,-0.17465493924471737,-0.228481469620734
SLC25A11,terbutaline,-0.21622939446004188,-0.2589375747459637
SLC25A12,resistance,-0.34364141023486106,-0.2604680818717775
SLC25A12,terbutaline,-0.09089572769602391,-0.2769171128618601
SLC25A20,resistance,-0.19389396173690798,0.334281579458002
SLC25A20,terbutaline,-0.19107544257436881,-0.19150711017817765
SLC25A3,resistance,-0.1969868494330958,-0.020281830676832202
SLC25A3,terbutaline,-0.13744603047619572,-0.2859814426393054
SLC25A4,resistance,-0.30080314516912565,-0.17620533140514016
SLC25A4,terbutaline,-0.16600903020897506,-0.3142761222219477
SLC25A6,resistance,0.18133029148617855,-0.04634589098891517
SLC25A6,terbutaline,0.17979920574539765,0.12573214614161562
SLC27A1,resistance,-0.2074737078552964,-0.05401309221054951
SLC27A1,terbutaline,0.05265779268661032,-0.029037160401118516
SLC2A1,resistance,-0.2844650016665729,-0.12653934198917427
SLC2A1,terbutaline,-0.0939716812645223,0.11742717879896958
SLC35A4,resistance,-0.15851161246123852,NA
SLC35A4,terbutaline,-0.014292482005279302,1.7753213287896763
SLC44A2,resistance,0.21412112881417172,0.12885233994286072
SLC44A2,terbutaline,-0.14568388275298333,-0.11454286395667168
SLC4A1,resistance,-0.6913601033462555,-0.1834478445730996
SLC4A1,terbutaline,0.12869091160391272,0.13596272374518525
SLC9A3R2,resistance,-0.36692192156443354,0.07705823343029472
SLC9A3R2,terbutaline,-0.13637315436772182,-0.181345567452607
SLIRP,resistance,-0.07114363681861237,-0.3523314313962347
SLIRP,terbutaline,0.04653798535514261,-0.21704094883883185
SLK,resistance,0.05541236072553701,0.06106582782621674
SLK,terbutaline,0.12988990931504038,0.04534540657915687
SLMAP,resistance,0.11512254652639216,0.41005445025841647
SLMAP,terbutaline,0.09748287004690982,0.18855731447886
SMIM20,resistance,-0.34540790391012116,-0.18567705077663765
SMIM20,terbutaline,-0.036300356106960655,-0.12899027407043887
SMPX,resistance,0.3960864741642605,0.4973336130434911
SMPX,terbutaline,-0.5135735473712196,-0.15847657419326078
SMTNL1,resistance,-0.14518291880897063,-0.11793973771491828
SMTNL1,terbutaline,-0.2034199145640551,-0.4876954851829057
SMTNL2,resistance,0.06592475910993022,0.3251460710714176
SMTNL2,terbutaline,0.2453001590385489,0.24069331340409036
SMU1,resistance,0.795553773983313,-0.30261735224263153
SMU1,terbutaline,0.5373695203584689,0.07914715146305831
SMYD1,resistance,-0.17898251346725985,0.02038746506083089
SMYD1,terbutaline,-0.07962036081353698,-0.061755040231105195
SMYD2,resistance,-0.0191935707636089,-0.0938882594832604
SMYD2,terbutaline,0.15268415674233182,0.011765826770150293
SNAP23,resistance,0.22671748977704484,-0.009042186456493573
SNAP23,terbutaline,0.19724537339092818,0.31131920744397074
SNAP29,resistance,0.36881245927265127,0.014933638440809638
SNAP29,terbutaline,0.08620183841599185,0.16479931963592565
SNCA,resistance,-0.5699362852081226,-0.30251230352265746
SNCA,terbutaline,-0.1683883550343729,0.11066646279467329
SND1,resistance,0.2891627807860712,0.23483953336914287
SND1,terbutaline,0.08056810971113325,0.24860730005007317
SNF8,resistance,-0.09754066830757477,0.21592455790886644
SNF8,terbutaline,0.04675514465409004,0.09400724912013751
SNRPB,resistance,0.09511829366083648,0.16614616187033993
SNRPB,terbutaline,0.20498223331134666,-0.02280238030405752
SNRPD3,resistance,0.3301108814580669,0.23811520149615792
SNRPD3,terbutaline,0.38355322373821255,0.20169989604656102
SNRPE,resistance,0.1622051909355507,-0.09662840830303006
SNRPE,terbutaline,0.309753410042342,0.20313033065249173
SNTA1,resistance,-0.41749143475231726,-0.0643180317535268
SNTA1,terbutaline,-0.10664313730432043,-0.2885629084850003
SNTB1,resistance,-0.09521994504287155,-0.19951504283419963
SNTB1,terbutaline,0.12778372548200997,0.09462119672216485
SNTB2,resistance,0.1821292647364139,-0.008521031202432342
SNTB2,terbutaline,0.2123175815499727,0.11289152342632088
SNX1,resistance,0.34797120460506026,0.22868686526735416
SNX1,terbutaline,-0.24353164186973605,0.3677132963109617
SNX12,resistance,-0.14988448648914718,0.43847266994141343
SNX12,terbutaline,-0.1414120749976718,-0.32892977944545443
SNX2,resistance,0.045821842285740697,0.12539468421599098
SNX2,terbutaline,0.23946217775108364,0.10489599608376787
SNX3,resistance,-0.028533075952921143,-0.05821791904703945
SNX3,terbutaline,0.0709523615616994,0.0686264286628755
SNX6,resistance,0.003382317450931834,-0.018503276501021126
SNX6,terbutaline,0.34895262891490364,0.4727204919192314
SNX9,resistance,0.17033828154607683,0.138962130225885
SNX9,terbutaline,-0.00680160979373927,0.24734563863926962
SOD1,resistance,-0.14502344234597178,-0.09580594918400065
SOD1,terbutaline,0.06494149408451258,-5.917564397890374e-4
SOD2,resistance,-0.27450648902225794,-0.21323006817267798
SOD2,terbutaline,-0.11920599596483492,-0.2341717870347697
SOD3,resistance,-0.1995111808901266,-0.2234223544926932
SOD3,terbutaline,-0.31945389451804435,-0.4978983613369106
SORBS1,resistance,-0.17078086703641812,-0.05534659934963204
SORBS1,terbutaline,-0.2523635779156637,-0.26904984809970295
SPAG7,resistance,-0.3663489263974175,-0.10266008600720967
SPAG7,terbutaline,-0.05437055385389806,-0.1406986515174514
SPAG9,resistance,0.2956257995383836,-0.005859431576619453
SPAG9,terbutaline,0.09009325666699712,0.13721601158263455
SPEG,resistance,-0.3343844672537809,-0.1639820017964997
SPEG,terbutaline,-0.04204117100544503,0.1259606326627125
SPG7,resistance,-0.3224061850437308,-0.04189064626793271
SPG7,terbutaline,-0.09185741264954163,-0.15098065018026338
SPPL2A,resistance,0.20879713002186204,0.2555081002917785
SPPL2A,terbutaline,0.03686526144278746,0.05710098954184304
SPR,resistance,-0.11756386905133707,-0.16155806869501266
SPR,terbutaline,0.022684922412282687,-0.14030753439384366
SPTA1,resistance,-0.6410235100765779,-0.13314513173686482
SPTA1,terbutaline,-0.0017846224653987374,0.21537233867881378
SPTAN1,resistance,0.3420484930265947,0.2544818112075904
SPTAN1,terbutaline,0.0938577914552562,0.21652414199565287
SPTB,resistance,-0.20992659929316457,0.0730670207951063
SPTB,terbutaline,0.03581048611430937,0.07272409004681579
SPTBN1,resistance,0.14503688083324537,0.2537381056838719
SPTBN1,terbutaline,0.14441864217856476,0.1716520602652826
SQRDL,resistance,-0.2886237595593176,-0.019810717834361096
SQRDL,terbutaline,0.07742415320967286,0.5619996413840287
SQSTM1,resistance,-0.21906927761936476,-0.029858340188428256
SQSTM1,terbutaline,0.19767790947690678,0.32178180674539775
SRI,resistance,0.11687122950165829,0.16581174332431692
SRI,terbutaline,0.058778724435924655,0.06428044008155472
