protein,sample,abundance,time,intervention,fiber_type,id,keywords,gobp,gocc,gomf,mito
MYH6,s_64,12.2261268921757,post,terbutaline,II,tin07,Actin-binding;ATP-binding;Atrial septal defect;Calmodulin-binding;Cardiomyopathy;Coiled coil;Cytoplasm;Disease variant;Methylation;Motor protein;Muscle protein;Myosin;Nucleotide-binding;Phosphoprotein;Reference proteome;Thick filament,adult heart development [GO:0007512]; ATP metabolic process [GO:0046034]; atrial cardiac muscle tissue morphogenesis [GO:0055009]; cardiac muscle cell development [GO:0055013]; cardiac muscle contraction [GO:0060048]; cardiac muscle hypertrophy in response to stress [GO:0014898]; in utero embryonic development [GO:0001701]; muscle contraction [GO:0006936]; muscle filament sliding [GO:0030049]; myofibril assembly [GO:0030239]; regulation of ATP-dependent activity [GO:0043462]; regulation of blood pressure [GO:0008217]; regulation of heart contraction [GO:0008016]; regulation of heart growth [GO:0060420]; regulation of heart rate [GO:0002027]; regulation of the force of heart contraction [GO:0002026]; sarcomere organization [GO:0045214]; striated muscle contraction [GO:0006941]; ventricular cardiac muscle tissue morphogenesis [GO:0055010]; visceral muscle development [GO:0007522],cytoplasm [GO:0005737]; cytosol [GO:0005829]; muscle myosin complex [GO:0005859]; myofibril [GO:0030016]; myosin complex [GO:0016459]; myosin filament [GO:0032982]; myosin II complex [GO:0016460]; sarcomere [GO:0030017]; stress fiber [GO:0001725]; Z disc [GO:0030018],actin filament binding [GO:0051015]; ATP binding [GO:0005524]; calmodulin binding [GO:0005516]; microfilament motor activity [GO:0000146]; myosin phosphatase activity [GO:0017018]; protein kinase binding [GO:0019901],NA
MYH6,s_47,18.703263714495726,post,terbutaline,I,tin02,Actin-binding;ATP-binding;Atrial septal defect;Calmodulin-binding;Cardiomyopathy;Coiled coil;Cytoplasm;Disease variant;Methylation;Motor protein;Muscle protein;Myosin;Nucleotide-binding;Phosphoprotein;Reference proteome;Thick filament,adult heart development [GO:0007512]; ATP metabolic process [GO:0046034]; atrial cardiac muscle tissue morphogenesis [GO:0055009]; cardiac muscle cell development [GO:0055013]; cardiac muscle contraction [GO:0060048]; cardiac muscle hypertrophy in response to stress [GO:0014898]; in utero embryonic development [GO:0001701]; muscle contraction [GO:0006936]; muscle filament sliding [GO:0030049]; myofibril assembly [GO:0030239]; regulation of ATP-dependent activity [GO:0043462]; regulation of blood pressure [GO:0008217]; regulation of heart contraction [GO:0008016]; regulation of heart growth [GO:0060420]; regulation of heart rate [GO:0002027]; regulation of the force of heart contraction [GO:0002026]; sarcomere organization [GO:0045214]; striated muscle contraction [GO:0006941]; ventricular cardiac muscle tissue morphogenesis [GO:0055010]; visceral muscle development [GO:0007522],cytoplasm [GO:0005737]; cytosol [GO:0005829]; muscle myosin complex [GO:0005859]; myofibril [GO:0030016]; myosin complex [GO:0016459]; myosin filament [GO:0032982]; myosin II complex [GO:0016460]; sarcomere [GO:0030017]; stress fiber [GO:0001725]; Z disc [GO:0030018],actin filament binding [GO:0051015]; ATP binding [GO:0005524]; calmodulin binding [GO:0005516]; microfilament motor activity [GO:0000146]; myosin phosphatase activity [GO:0017018]; protein kinase binding [GO:0019901],NA
MYH6,s_48,15.272119705287613,post,terbutaline,II,tin02,Actin-binding;ATP-binding;Atrial septal defect;Calmodulin-binding;Cardiomyopathy;Coiled coil;Cytoplasm;Disease variant;Methylation;Motor protein;Muscle protein;Myosin;Nucleotide-binding;Phosphoprotein;Reference proteome;Thick filament,adult heart development [GO:0007512]; ATP metabolic process [GO:0046034]; atrial cardiac muscle tissue morphogenesis [GO:0055009]; cardiac muscle cell development [GO:0055013]; cardiac muscle contraction [GO:0060048]; cardiac muscle hypertrophy in response to stress [GO:0014898]; in utero embryonic development [GO:0001701]; muscle contraction [GO:0006936]; muscle filament sliding [GO:0030049]; myofibril assembly [GO:0030239]; regulation of ATP-dependent activity [GO:0043462]; regulation of blood pressure [GO:0008217]; regulation of heart contraction [GO:0008016]; regulation of heart growth [GO:0060420]; regulation of heart rate [GO:0002027]; regulation of the force of heart contraction [GO:0002026]; sarcomere organization [GO:0045214]; striated muscle contraction [GO:0006941]; ventricular cardiac muscle tissue morphogenesis [GO:0055010]; visceral muscle development [GO:0007522],cytoplasm [GO:0005737]; cytosol [GO:0005829]; muscle myosin complex [GO:0005859]; myofibril [GO:0030016]; myosin complex [GO:0016459]; myosin filament [GO:0032982]; myosin II complex [GO:0016460]; sarcomere [GO:0030017]; stress fiber [GO:0001725]; Z disc [GO:0030018],actin filament binding [GO:0051015]; ATP binding [GO:0005524]; calmodulin binding [GO:0005516]; microfilament motor activity [GO:0000146]; myosin phosphatase activity [GO:0017018]; protein kinase binding [GO:0019901],NA
MYH6,s_34,12.084643470161236,pre,resistance,II,tyr20,Actin-binding;ATP-binding;Atrial septal defect;Calmodulin-binding;Cardiomyopathy;Coiled coil;Cytoplasm;Disease variant;Methylation;Motor protein;Muscle protein;Myosin;Nucleotide-binding;Phosphoprotein;Reference proteome;Thick filament,adult heart development [GO:0007512]; ATP metabolic process [GO:0046034]; atrial cardiac muscle tissue morphogenesis [GO:0055009]; cardiac muscle cell development [GO:0055013]; cardiac muscle contraction [GO:0060048]; cardiac muscle hypertrophy in response to stress [GO:0014898]; in utero embryonic development [GO:0001701]; muscle contraction [GO:0006936]; muscle filament sliding [GO:0030049]; myofibril assembly [GO:0030239]; regulation of ATP-dependent activity [GO:0043462]; regulation of blood pressure [GO:0008217]; regulation of heart contraction [GO:0008016]; regulation of heart growth [GO:0060420]; regulation of heart rate [GO:0002027]; regulation of the force of heart contraction [GO:0002026]; sarcomere organization [GO:0045214]; striated muscle contraction [GO:0006941]; ventricular cardiac muscle tissue morphogenesis [GO:0055010]; visceral muscle development [GO:0007522],cytoplasm [GO:0005737]; cytosol [GO:0005829]; muscle myosin complex [GO:0005859]; myofibril [GO:0030016]; myosin complex [GO:0016459]; myosin filament [GO:0032982]; myosin II complex [GO:0016460]; sarcomere [GO:0030017]; stress fiber [GO:0001725]; Z disc [GO:0030018],actin filament binding [GO:0051015]; ATP binding [GO:0005524]; calmodulin binding [GO:0005516]; microfilament motor activity [GO:0000146]; myosin phosphatase activity [GO:0017018]; protein kinase binding [GO:0019901],NA
MYH6,s_77,19.190062098279093,pre,terbutaline,I,tin15,Actin-binding;ATP-binding;Atrial septal defect;Calmodulin-binding;Cardiomyopathy;Coiled coil;Cytoplasm;Disease variant;Methylation;Motor protein;Muscle protein;Myosin;Nucleotide-binding;Phosphoprotein;Reference proteome;Thick filament,adult heart development [GO:0007512]; ATP metabolic process [GO:0046034]; atrial cardiac muscle tissue morphogenesis [GO:0055009]; cardiac muscle cell development [GO:0055013]; cardiac muscle contraction [GO:0060048]; cardiac muscle hypertrophy in response to stress [GO:0014898]; in utero embryonic development [GO:0001701]; muscle contraction [GO:0006936]; muscle filament sliding [GO:0030049]; myofibril assembly [GO:0030239]; regulation of ATP-dependent activity [GO:0043462]; regulation of blood pressure [GO:0008217]; regulation of heart contraction [GO:0008016]; regulation of heart growth [GO:0060420]; regulation of heart rate [GO:0002027]; regulation of the force of heart contraction [GO:0002026]; sarcomere organization [GO:0045214]; striated muscle contraction [GO:0006941]; ventricular cardiac muscle tissue morphogenesis [GO:0055010]; visceral muscle development [GO:0007522],cytoplasm [GO:0005737]; cytosol [GO:0005829]; muscle myosin complex [GO:0005859]; myofibril [GO:0030016]; myosin complex [GO:0016459]; myosin filament [GO:0032982]; myosin II complex [GO:0016460]; sarcomere [GO:0030017]; stress fiber [GO:0001725]; Z disc [GO:0030018],actin filament binding [GO:0051015]; ATP binding [GO:0005524]; calmodulin binding [GO:0005516]; microfilament motor activity [GO:0000146]; myosin phosphatase activity [GO:0017018]; protein kinase binding [GO:0019901],NA
MYH6,s_23,18.76372021953386,post,resistance,I,tyr16,Actin-binding;ATP-binding;Atrial septal defect;Calmodulin-binding;Cardiomyopathy;Coiled coil;Cytoplasm;Disease variant;Methylation;Motor protein;Muscle protein;Myosin;Nucleotide-binding;Phosphoprotein;Reference proteome;Thick filament,adult heart development [GO:0007512]; ATP metabolic process [GO:0046034]; atrial cardiac muscle tissue morphogenesis [GO:0055009]; cardiac muscle cell development [GO:0055013]; cardiac muscle contraction [GO:0060048]; cardiac muscle hypertrophy in response to stress [GO:0014898]; in utero embryonic development [GO:0001701]; muscle contraction [GO:0006936]; muscle filament sliding [GO:0030049]; myofibril assembly [GO:0030239]; regulation of ATP-dependent activity [GO:0043462]; regulation of blood pressure [GO:0008217]; regulation of heart contraction [GO:0008016]; regulation of heart growth [GO:0060420]; regulation of heart rate [GO:0002027]; regulation of the force of heart contraction [GO:0002026]; sarcomere organization [GO:0045214]; striated muscle contraction [GO:0006941]; ventricular cardiac muscle tissue morphogenesis [GO:0055010]; visceral muscle development [GO:0007522],cytoplasm [GO:0005737]; cytosol [GO:0005829]; muscle myosin complex [GO:0005859]; myofibril [GO:0030016]; myosin complex [GO:0016459]; myosin filament [GO:0032982]; myosin II complex [GO:0016460]; sarcomere [GO:0030017]; stress fiber [GO:0001725]; Z disc [GO:0030018],actin filament binding [GO:0051015]; ATP binding [GO:0005524]; calmodulin binding [GO:0005516]; microfilament motor activity [GO:0000146]; myosin phosphatase activity [GO:0017018]; protein kinase binding [GO:0019901],NA
MYH6,s_70,14.892819825105887,pre,terbutaline,II,tin12,Actin-binding;ATP-binding;Atrial septal defect;Calmodulin-binding;Cardiomyopathy;Coiled coil;Cytoplasm;Disease variant;Methylation;Motor protein;Muscle protein;Myosin;Nucleotide-binding;Phosphoprotein;Reference proteome;Thick filament,adult heart development [GO:0007512]; ATP metabolic process [GO:0046034]; atrial cardiac muscle tissue morphogenesis [GO:0055009]; cardiac muscle cell development [GO:0055013]; cardiac muscle contraction [GO:0060048]; cardiac muscle hypertrophy in response to stress [GO:0014898]; in utero embryonic development [GO:0001701]; muscle contraction [GO:0006936]; muscle filament sliding [GO:0030049]; myofibril assembly [GO:0030239]; regulation of ATP-dependent activity [GO:0043462]; regulation of blood pressure [GO:0008217]; regulation of heart contraction [GO:0008016]; regulation of heart growth [GO:0060420]; regulation of heart rate [GO:0002027]; regulation of the force of heart contraction [GO:0002026]; sarcomere organization [GO:0045214]; striated muscle contraction [GO:0006941]; ventricular cardiac muscle tissue morphogenesis [GO:0055010]; visceral muscle development [GO:0007522],cytoplasm [GO:0005737]; cytosol [GO:0005829]; muscle myosin complex [GO:0005859]; myofibril [GO:0030016]; myosin complex [GO:0016459]; myosin filament [GO:0032982]; myosin II complex [GO:0016460]; sarcomere [GO:0030017]; stress fiber [GO:0001725]; Z disc [GO:0030018],actin filament binding [GO:0051015]; ATP binding [GO:0005524]; calmodulin binding [GO:0005516]; microfilament motor activity [GO:0000146]; myosin phosphatase activity [GO:0017018]; protein kinase binding [GO:0019901],NA
MYH6,s_87,18.710957424726022,post,terbutaline,I,tin18,Actin-binding;ATP-binding;Atrial septal defect;Calmodulin-binding;Cardiomyopathy;Coiled coil;Cytoplasm;Disease variant;Methylation;Motor protein;Muscle protein;Myosin;Nucleotide-binding;Phosphoprotein;Reference proteome;Thick filament,adult heart development [GO:0007512]; ATP metabolic process [GO:0046034]; atrial cardiac muscle tissue morphogenesis [GO:0055009]; cardiac muscle cell development [GO:0055013]; cardiac muscle contraction [GO:0060048]; cardiac muscle hypertrophy in response to stress [GO:0014898]; in utero embryonic development [GO:0001701]; muscle contraction [GO:0006936]; muscle filament sliding [GO:0030049]; myofibril assembly [GO:0030239]; regulation of ATP-dependent activity [GO:0043462]; regulation of blood pressure [GO:0008217]; regulation of heart contraction [GO:0008016]; regulation of heart growth [GO:0060420]; regulation of heart rate [GO:0002027]; regulation of the force of heart contraction [GO:0002026]; sarcomere organization [GO:0045214]; striated muscle contraction [GO:0006941]; ventricular cardiac muscle tissue morphogenesis [GO:0055010]; visceral muscle development [GO:0007522],cytoplasm [GO:0005737]; cytosol [GO:0005829]; muscle myosin complex [GO:0005859]; myofibril [GO:0030016]; myosin complex [GO:0016459]; myosin filament [GO:0032982]; myosin II complex [GO:0016460]; sarcomere [GO:0030017]; stress fiber [GO:0001725]; Z disc [GO:0030018],actin filament binding [GO:0051015]; ATP binding [GO:0005524]; calmodulin binding [GO:0005516]; microfilament motor activity [GO:0000146]; myosin phosphatase activity [GO:0017018]; protein kinase binding [GO:0019901],NA
MYH6,s_25,18.952969018900504,pre,resistance,I,tyr17,Actin-binding;ATP-binding;Atrial septal defect;Calmodulin-binding;Cardiomyopathy;Coiled coil;Cytoplasm;Disease variant;Methylation;Motor protein;Muscle protein;Myosin;Nucleotide-binding;Phosphoprotein;Reference proteome;Thick filament,adult heart development [GO:0007512]; ATP metabolic process [GO:0046034]; atrial cardiac muscle tissue morphogenesis [GO:0055009]; cardiac muscle cell development [GO:0055013]; cardiac muscle contraction [GO:0060048]; cardiac muscle hypertrophy in response to stress [GO:0014898]; in utero embryonic development [GO:0001701]; muscle contraction [GO:0006936]; muscle filament sliding [GO:0030049]; myofibril assembly [GO:0030239]; regulation of ATP-dependent activity [GO:0043462]; regulation of blood pressure [GO:0008217]; regulation of heart contraction [GO:0008016]; regulation of heart growth [GO:0060420]; regulation of heart rate [GO:0002027]; regulation of the force of heart contraction [GO:0002026]; sarcomere organization [GO:0045214]; striated muscle contraction [GO:0006941]; ventricular cardiac muscle tissue morphogenesis [GO:0055010]; visceral muscle development [GO:0007522],cytoplasm [GO:0005737]; cytosol [GO:0005829]; muscle myosin complex [GO:0005859]; myofibril [GO:0030016]; myosin complex [GO:0016459]; myosin filament [GO:0032982]; myosin II complex [GO:0016460]; sarcomere [GO:0030017]; stress fiber [GO:0001725]; Z disc [GO:0030018],actin filament binding [GO:0051015]; ATP binding [GO:0005524]; calmodulin binding [GO:0005516]; microfilament motor activity [GO:0000146]; myosin phosphatase activity [GO:0017018]; protein kinase binding [GO:0019901],NA
MYH6,s_46,13.006750687948879,pre,terbutaline,II,tin02,Actin-binding;ATP-binding;Atrial septal defect;Calmodulin-binding;Cardiomyopathy;Coiled coil;Cytoplasm;Disease variant;Methylation;Motor protein;Muscle protein;Myosin;Nucleotide-binding;Phosphoprotein;Reference proteome;Thick filament,adult heart development [GO:0007512]; ATP metabolic process [GO:0046034]; atrial cardiac muscle tissue morphogenesis [GO:0055009]; cardiac muscle cell development [GO:0055013]; cardiac muscle contraction [GO:0060048]; cardiac muscle hypertrophy in response to stress [GO:0014898]; in utero embryonic development [GO:0001701]; muscle contraction [GO:0006936]; muscle filament sliding [GO:0030049]; myofibril assembly [GO:0030239]; regulation of ATP-dependent activity [GO:0043462]; regulation of blood pressure [GO:0008217]; regulation of heart contraction [GO:0008016]; regulation of heart growth [GO:0060420]; regulation of heart rate [GO:0002027]; regulation of the force of heart contraction [GO:0002026]; sarcomere organization [GO:0045214]; striated muscle contraction [GO:0006941]; ventricular cardiac muscle tissue morphogenesis [GO:0055010]; visceral muscle development [GO:0007522],cytoplasm [GO:0005737]; cytosol [GO:0005829]; muscle myosin complex [GO:0005859]; myofibril [GO:0030016]; myosin complex [GO:0016459]; myosin filament [GO:0032982]; myosin II complex [GO:0016460]; sarcomere [GO:0030017]; stress fiber [GO:0001725]; Z disc [GO:0030018],actin filament binding [GO:0051015]; ATP binding [GO:0005524]; calmodulin binding [GO:0005516]; microfilament motor activity [GO:0000146]; myosin phosphatase activity [GO:0017018]; protein kinase binding [GO:0019901],NA
MYH6,s_85,18.73342750969755,pre,terbutaline,I,tin18,Actin-binding;ATP-binding;Atrial septal defect;Calmodulin-binding;Cardiomyopathy;Coiled coil;Cytoplasm;Disease variant;Methylation;Motor protein;Muscle protein;Myosin;Nucleotide-binding;Phosphoprotein;Reference proteome;Thick filament,adult heart development [GO:0007512]; ATP metabolic process [GO:0046034]; atrial cardiac muscle tissue morphogenesis [GO:0055009]; cardiac muscle cell development [GO:0055013]; cardiac muscle contraction [GO:0060048]; cardiac muscle hypertrophy in response to stress [GO:0014898]; in utero embryonic development [GO:0001701]; muscle contraction [GO:0006936]; muscle filament sliding [GO:0030049]; myofibril assembly [GO:0030239]; regulation of ATP-dependent activity [GO:0043462]; regulation of blood pressure [GO:0008217]; regulation of heart contraction [GO:0008016]; regulation of heart growth [GO:0060420]; regulation of heart rate [GO:0002027]; regulation of the force of heart contraction [GO:0002026]; sarcomere organization [GO:0045214]; striated muscle contraction [GO:0006941]; ventricular cardiac muscle tissue morphogenesis [GO:0055010]; visceral muscle development [GO:0007522],cytoplasm [GO:0005737]; cytosol [GO:0005829]; muscle myosin complex [GO:0005859]; myofibril [GO:0030016]; myosin complex [GO:0016459]; myosin filament [GO:0032982]; myosin II complex [GO:0016460]; sarcomere [GO:0030017]; stress fiber [GO:0001725]; Z disc [GO:0030018],actin filament binding [GO:0051015]; ATP binding [GO:0005524]; calmodulin binding [GO:0005516]; microfilament motor activity [GO:0000146]; myosin phosphatase activity [GO:0017018]; protein kinase binding [GO:0019901],NA
MYH6,s_26,12.118750573058618,pre,resistance,II,tyr17,Actin-binding;ATP-binding;Atrial septal defect;Calmodulin-binding;Cardiomyopathy;Coiled coil;Cytoplasm;Disease variant;Methylation;Motor protein;Muscle protein;Myosin;Nucleotide-binding;Phosphoprotein;Reference proteome;Thick filament,adult heart development [GO:0007512]; ATP metabolic process [GO:0046034]; atrial cardiac muscle tissue morphogenesis [GO:0055009]; cardiac muscle cell development [GO:0055013]; cardiac muscle contraction [GO:0060048]; cardiac muscle hypertrophy in response to stress [GO:0014898]; in utero embryonic development [GO:0001701]; muscle contraction [GO:0006936]; muscle filament sliding [GO:0030049]; myofibril assembly [GO:0030239]; regulation of ATP-dependent activity [GO:0043462]; regulation of blood pressure [GO:0008217]; regulation of heart contraction [GO:0008016]; regulation of heart growth [GO:0060420]; regulation of heart rate [GO:0002027]; regulation of the force of heart contraction [GO:0002026]; sarcomere organization [GO:0045214]; striated muscle contraction [GO:0006941]; ventricular cardiac muscle tissue morphogenesis [GO:0055010]; visceral muscle development [GO:0007522],cytoplasm [GO:0005737]; cytosol [GO:0005829]; muscle myosin complex [GO:0005859]; myofibril [GO:0030016]; myosin complex [GO:0016459]; myosin filament [GO:0032982]; myosin II complex [GO:0016460]; sarcomere [GO:0030017]; stress fiber [GO:0001725]; Z disc [GO:0030018],actin filament binding [GO:0051015]; ATP binding [GO:0005524]; calmodulin binding [GO:0005516]; microfilament motor activity [GO:0000146]; myosin phosphatase activity [GO:0017018]; protein kinase binding [GO:0019901],NA
MYH6,s_83,18.699652329201964,post,terbutaline,I,tin17,Actin-binding;ATP-binding;Atrial septal defect;Calmodulin-binding;Cardiomyopathy;Coiled coil;Cytoplasm;Disease variant;Methylation;Motor protein;Muscle protein;Myosin;Nucleotide-binding;Phosphoprotein;Reference proteome;Thick filament,adult heart development [GO:0007512]; ATP metabolic process [GO:0046034]; atrial cardiac muscle tissue morphogenesis [GO:0055009]; cardiac muscle cell development [GO:0055013]; cardiac muscle contraction [GO:0060048]; cardiac muscle hypertrophy in response to stress [GO:0014898]; in utero embryonic development [GO:0001701]; muscle contraction [GO:0006936]; muscle filament sliding [GO:0030049]; myofibril assembly [GO:0030239]; regulation of ATP-dependent activity [GO:0043462]; regulation of blood pressure [GO:0008217]; regulation of heart contraction [GO:0008016]; regulation of heart growth [GO:0060420]; regulation of heart rate [GO:0002027]; regulation of the force of heart contraction [GO:0002026]; sarcomere organization [GO:0045214]; striated muscle contraction [GO:0006941]; ventricular cardiac muscle tissue morphogenesis [GO:0055010]; visceral muscle development [GO:0007522],cytoplasm [GO:0005737]; cytosol [GO:0005829]; muscle myosin complex [GO:0005859]; myofibril [GO:0030016]; myosin complex [GO:0016459]; myosin filament [GO:0032982]; myosin II complex [GO:0016460]; sarcomere [GO:0030017]; stress fiber [GO:0001725]; Z disc [GO:0030018],actin filament binding [GO:0051015]; ATP binding [GO:0005524]; calmodulin binding [GO:0005516]; microfilament motor activity [GO:0000146]; myosin phosphatase activity [GO:0017018]; protein kinase binding [GO:0019901],NA
MYH6,s_41,18.947848906847426,pre,terbutaline,I,tin01,Actin-binding;ATP-binding;Atrial septal defect;Calmodulin-binding;Cardiomyopathy;Coiled coil;Cytoplasm;Disease variant;Methylation;Motor protein;Muscle protein;Myosin;Nucleotide-binding;Phosphoprotein;Reference proteome;Thick filament,adult heart development [GO:0007512]; ATP metabolic process [GO:0046034]; atrial cardiac muscle tissue morphogenesis [GO:0055009]; cardiac muscle cell development [GO:0055013]; cardiac muscle contraction [GO:0060048]; cardiac muscle hypertrophy in response to stress [GO:0014898]; in utero embryonic development [GO:0001701]; muscle contraction [GO:0006936]; muscle filament sliding [GO:0030049]; myofibril assembly [GO:0030239]; regulation of ATP-dependent activity [GO:0043462]; regulation of blood pressure [GO:0008217]; regulation of heart contraction [GO:0008016]; regulation of heart growth [GO:0060420]; regulation of heart rate [GO:0002027]; regulation of the force of heart contraction [GO:0002026]; sarcomere organization [GO:0045214]; striated muscle contraction [GO:0006941]; ventricular cardiac muscle tissue morphogenesis [GO:0055010]; visceral muscle development [GO:0007522],cytoplasm [GO:0005737]; cytosol [GO:0005829]; muscle myosin complex [GO:0005859]; myofibril [GO:0030016]; myosin complex [GO:0016459]; myosin filament [GO:0032982]; myosin II complex [GO:0016460]; sarcomere [GO:0030017]; stress fiber [GO:0001725]; Z disc [GO:0030018],actin filament binding [GO:0051015]; ATP binding [GO:0005524]; calmodulin binding [GO:0005516]; microfilament motor activity [GO:0000146]; myosin phosphatase activity [GO:0017018]; protein kinase binding [GO:0019901],NA
MYH6,s_45,18.852507148727163,pre,terbutaline,I,tin02,Actin-binding;ATP-binding;Atrial septal defect;Calmodulin-binding;Cardiomyopathy;Coiled coil;Cytoplasm;Disease variant;Methylation;Motor protein;Muscle protein;Myosin;Nucleotide-binding;Phosphoprotein;Reference proteome;Thick filament,adult heart development [GO:0007512]; ATP metabolic process [GO:0046034]; atrial cardiac muscle tissue morphogenesis [GO:0055009]; cardiac muscle cell development [GO:0055013]; cardiac muscle contraction [GO:0060048]; cardiac muscle hypertrophy in response to stress [GO:0014898]; in utero embryonic development [GO:0001701]; muscle contraction [GO:0006936]; muscle filament sliding [GO:0030049]; myofibril assembly [GO:0030239]; regulation of ATP-dependent activity [GO:0043462]; regulation of blood pressure [GO:0008217]; regulation of heart contraction [GO:0008016]; regulation of heart growth [GO:0060420]; regulation of heart rate [GO:0002027]; regulation of the force of heart contraction [GO:0002026]; sarcomere organization [GO:0045214]; striated muscle contraction [GO:0006941]; ventricular cardiac muscle tissue morphogenesis [GO:0055010]; visceral muscle development [GO:0007522],cytoplasm [GO:0005737]; cytosol [GO:0005829]; muscle myosin complex [GO:0005859]; myofibril [GO:0030016]; myosin complex [GO:0016459]; myosin filament [GO:0032982]; myosin II complex [GO:0016460]; sarcomere [GO:0030017]; stress fiber [GO:0001725]; Z disc [GO:0030018],actin filament binding [GO:0051015]; ATP binding [GO:0005524]; calmodulin binding [GO:0005516]; microfilament motor activity [GO:0000146]; myosin phosphatase activity [GO:0017018]; protein kinase binding [GO:0019901],NA
MYH6,s_86,14.388846144227557,pre,terbutaline,II,tin18,Actin-binding;ATP-binding;Atrial septal defect;Calmodulin-binding;Cardiomyopathy;Coiled coil;Cytoplasm;Disease variant;Methylation;Motor protein;Muscle protein;Myosin;Nucleotide-binding;Phosphoprotein;Reference proteome;Thick filament,adult heart development [GO:0007512]; ATP metabolic process [GO:0046034]; atrial cardiac muscle tissue morphogenesis [GO:0055009]; cardiac muscle cell development [GO:0055013]; cardiac muscle contraction [GO:0060048]; cardiac muscle hypertrophy in response to stress [GO:0014898]; in utero embryonic development [GO:0001701]; muscle contraction [GO:0006936]; muscle filament sliding [GO:0030049]; myofibril assembly [GO:0030239]; regulation of ATP-dependent activity [GO:0043462]; regulation of blood pressure [GO:0008217]; regulation of heart contraction [GO:0008016]; regulation of heart growth [GO:0060420]; regulation of heart rate [GO:0002027]; regulation of the force of heart contraction [GO:0002026]; sarcomere organization [GO:0045214]; striated muscle contraction [GO:0006941]; ventricular cardiac muscle tissue morphogenesis [GO:0055010]; visceral muscle development [GO:0007522],cytoplasm [GO:0005737]; cytosol [GO:0005829]; muscle myosin complex [GO:0005859]; myofibril [GO:0030016]; myosin complex [GO:0016459]; myosin filament [GO:0032982]; myosin II complex [GO:0016460]; sarcomere [GO:0030017]; stress fiber [GO:0001725]; Z disc [GO:0030018],actin filament binding [GO:0051015]; ATP binding [GO:0005524]; calmodulin binding [GO:0005516]; microfilament motor activity [GO:0000146]; myosin phosphatase activity [GO:0017018]; protein kinase binding [GO:0019901],NA
MYH6,s_24,NA,post,resistance,II,tyr16,Actin-binding;ATP-binding;Atrial septal defect;Calmodulin-binding;Cardiomyopathy;Coiled coil;Cytoplasm;Disease variant;Methylation;Motor protein;Muscle protein;Myosin;Nucleotide-binding;Phosphoprotein;Reference proteome;Thick filament,adult heart development [GO:0007512]; ATP metabolic process [GO:0046034]; atrial cardiac muscle tissue morphogenesis [GO:0055009]; cardiac muscle cell development [GO:0055013]; cardiac muscle contraction [GO:0060048]; cardiac muscle hypertrophy in response to stress [GO:0014898]; in utero embryonic development [GO:0001701]; muscle contraction [GO:0006936]; muscle filament sliding [GO:0030049]; myofibril assembly [GO:0030239]; regulation of ATP-dependent activity [GO:0043462]; regulation of blood pressure [GO:0008217]; regulation of heart contraction [GO:0008016]; regulation of heart growth [GO:0060420]; regulation of heart rate [GO:0002027]; regulation of the force of heart contraction [GO:0002026]; sarcomere organization [GO:0045214]; striated muscle contraction [GO:0006941]; ventricular cardiac muscle tissue morphogenesis [GO:0055010]; visceral muscle development [GO:0007522],cytoplasm [GO:0005737]; cytosol [GO:0005829]; muscle myosin complex [GO:0005859]; myofibril [GO:0030016]; myosin complex [GO:0016459]; myosin filament [GO:0032982]; myosin II complex [GO:0016460]; sarcomere [GO:0030017]; stress fiber [GO:0001725]; Z disc [GO:0030018],actin filament binding [GO:0051015]; ATP binding [GO:0005524]; calmodulin binding [GO:0005516]; microfilament motor activity [GO:0000146]; myosin phosphatase activity [GO:0017018]; protein kinase binding [GO:0019901],NA
MYH6,s_38,11.797913162897121,pre,resistance,II,tyr22,Actin-binding;ATP-binding;Atrial septal defect;Calmodulin-binding;Cardiomyopathy;Coiled coil;Cytoplasm;Disease variant;Methylation;Motor protein;Muscle protein;Myosin;Nucleotide-binding;Phosphoprotein;Reference proteome;Thick filament,adult heart development [GO:0007512]; ATP metabolic process [GO:0046034]; atrial cardiac muscle tissue morphogenesis [GO:0055009]; cardiac muscle cell development [GO:0055013]; cardiac muscle contraction [GO:0060048]; cardiac muscle hypertrophy in response to stress [GO:0014898]; in utero embryonic development [GO:0001701]; muscle contraction [GO:0006936]; muscle filament sliding [GO:0030049]; myofibril assembly [GO:0030239]; regulation of ATP-dependent activity [GO:0043462]; regulation of blood pressure [GO:0008217]; regulation of heart contraction [GO:0008016]; regulation of heart growth [GO:0060420]; regulation of heart rate [GO:0002027]; regulation of the force of heart contraction [GO:0002026]; sarcomere organization [GO:0045214]; striated muscle contraction [GO:0006941]; ventricular cardiac muscle tissue morphogenesis [GO:0055010]; visceral muscle development [GO:0007522],cytoplasm [GO:0005737]; cytosol [GO:0005829]; muscle myosin complex [GO:0005859]; myofibril [GO:0030016]; myosin complex [GO:0016459]; myosin filament [GO:0032982]; myosin II complex [GO:0016460]; sarcomere [GO:0030017]; stress fiber [GO:0001725]; Z disc [GO:0030018],actin filament binding [GO:0051015]; ATP binding [GO:0005524]; calmodulin binding [GO:0005516]; microfilament motor activity [GO:0000146]; myosin phosphatase activity [GO:0017018]; protein kinase binding [GO:0019901],NA
